494757 	 71.3929 
508473 	 55.5545 
510671 	 128.945 
541975 	 71.38 
557256 	 18.9576 
606992 	 66.1439 
612508 	 15.6102 
612516 	 12.0514 
615254 	 134.513 
619552 	 82.137 
630700 	 23.6451 
631864 	 26.1464 
632830 	 101.243 
636497 	 55.7336 
673161 	 32.0972 
695802 	 39.7094 
702120 	 40.4664 
708221 	 32.6787 
759594 	 102.8 
766745 	 47.2885 
777294 	 26.2671 
855239 	 50.5216 
861760 	 91.9142 
873803 	 46.7808 
906646 	 96.119 
911307 	 40.3756 
918763 	 15.8622 
941786 	 29.7597 
954180 	 80.8718 
959560 	 41.0057 
