384461 	 22.8502 
421844 	 44.5093 
474210 	 53.9844 
476886 	 61.8383 
495503 	 49.7579 
507242 	 13.2371 
508457 	 31.5169 
532894 	 38.334 
558562 	 32.8958 
574321 	 47.7663 
584742 	 55.564 
641899 	 37.8699 
650610 	 62.3013 
654073 	 45.7286 
661714 	 44.5938 
728549 	 26.4175 
737619 	 46.6743 
769136 	 56.2387 
786630 	 47.052 
887645 	 59.8176 
893167 	 35.1408 
897112 	 50.0315 
904803 	 45.3431 
911320 	 32.7848 
911961 	 41.4954 
914601 	 61.4373 
914825 	 69.5556 
916372 	 49.3383 
932252 	 54.3522 
943945 	 45.3238 
