768384 	 95.5478 
769801 	 167.807 
771559 	 132.916 
772239 	 159.548 
773577 	 125.283 
777180 	 100.19 
782827 	 123.24 
786380 	 97.8584 
786873 	 166.756 
866005 	 148.541 
868431 	 140.971 
870423 	 139.759 
872983 	 91.7338 
873544 	 133.873 
878072 	 98.0015 
904318 	 125.127 
906518 	 136.213 
907848 	 138.718 
908749 	 121.753 
909746 	 212.615 
911058 	 159.783 
911634 	 87.3865 
912932 	 138.945 
914572 	 197.996 
915086 	 156.215 
915871 	 180.573 
918030 	 111.668 
919081 	 131.085 
920591 	 167.216 
944244 	 115.924 
951237 	 132.056 
953489 	 203.27 
954564 	 233.363 
959313 	 120.074 
