7.288516810373090182e-01 7.616929126138519690e-01 4.063129136149223330e-01 9.014247078908700639e-02 6.022296618322998256e+02 1.709300478242919326e+02 8.349725845463279228e+00 7.168841985429932784e+00 2.899260560809524545e-01 2.519786605830559578e-01
9.403036220152856117e-01 8.273963700215019035e-01 4.236344512772710971e-03 1.624064923014431616e-01 1.275766135100499923e+03 9.186734027474126663e+01 -3.452996507827917227e+00 1.367133026906053139e+01 7.101739742651891341e+00 8.347642784632069990e-02
1.063045699249182130e+00 8.983143131801756276e-01 4.483587859036851642e-01 2.393098807957756355e-02 6.830295833177397071e+02 1.841498542640624976e+02 6.817537802105128719e+00 3.130251039220419695e+00 2.278771688103700122e+00 3.364551292682260719e-01
1.047142538463891048e+00 1.277413124464138239e+00 4.438277245780233859e-01 1.551537443981771958e-01 6.274004772476030212e+02 1.184598421814769580e+02 -8.477913348398393723e+00 4.147168088956759924e+00 9.867608179337231888e+00 1.464082168794017536e-01
1.360277682943272115e+00 7.044462643401903090e-01 5.115256704362129980e-01 1.104387012811098301e-01 1.448420520771144766e+03 1.809626796619594984e+02 -7.410603663605046521e+00 6.409780545665250351e+00 4.293138615144153292e+00 1.392202356617006087e-01
1.186299829796504612e+00 7.538188293253214045e-01 5.683743098581784947e-01 5.826733867081924229e-02 8.587096093735381146e+02 6.348223166334614120e+01 -8.561443149039249079e+00 2.286139013540037013e+00 3.138292728620797334e+00 4.833808903111636024e-02
1.177299672795646401e+00 1.133349602091747066e+00 1.475417764726763212e-02 7.148538257595658807e-02 4.305792541440602577e+02 1.482529906038406295e+02 9.520776053058970234e+00 8.978363497530981618e+00 3.084964673547947456e+00 1.838918020325541747e-02
7.162932484266983924e-01 7.400696113479316995e-01 4.717984738754208429e-01 1.627310154778632834e-01 1.351772536858595686e+03 1.391578705414508761e+02 4.057958325019630053e+00 4.741207676689670691e+00 1.590608157360841046e+00 4.345544116805211132e-02
1.077954052740292434e+00 1.057918962440215882e+00 5.376646315215433125e-01 1.013135971054642259e-01 8.222801839768646914e+02 4.688034946600494379e+01 1.682038573071842791e+00 5.017985430115222911e+00 2.301703030863198940e+00 1.502496880952355895e-01
1.336730032637959420e+00 7.736645426562384076e-01 3.569108638088352436e-01 1.654881047986667963e-01 1.173097267297341205e+03 2.052641474457091419e+01 6.474222332376730726e+00 4.969693978509581278e+00 7.831402402743651514e+00 3.796670457847174385e-01
1.115201718397604846e+00 1.129126199160875199e+00 3.906955937094660491e-01 9.373348450678592458e-02 1.476069779806065981e+03 1.394603106041255955e+02 -3.923348150473771057e+00 3.792717465967072599e+00 5.054556237090629622e+00 1.905141431970314159e-01
1.459100455052724232e+00 5.929334417059287654e-01 5.532633290635907393e-04 3.901997108784385077e-02 8.778492247906069679e+02 1.452119055361607707e+02 8.957591267674310131e+00 6.674388307763071460e+00 9.564677261296326449e+00 4.543692968380069752e-01
1.333991116755423922e+00 1.254207515656591054e+00 1.127039807782375946e-01 1.471996414204421177e-01 1.193646588492516230e+03 1.408641565116842855e+02 1.430946036922019715e+00 2.647241536006475382e+00 7.420691855511760693e+00 1.155016891385751698e-01
1.176613154604259526e+00 8.969893842544715001e-01 4.827027490035542545e-01 1.432626105283051621e-01 6.898681555567611667e+02 3.952814452286382618e+01 2.416906562726166552e+00 7.521473002123865825e+00 2.176725398154027324e+00 2.180377927169348806e-01
8.818388654788270609e-01 8.475503361179572703e-01 6.299002577281839210e-01 1.241379570881205874e-01 1.478109482871297814e+03 1.392349712176291519e+02 -7.611371109946083457e+00 4.013090368724719248e+00 9.203183211565999500e+00 1.428767951536114023e-01
1.344663821949587224e+00 5.729420479423448231e-01 5.693842824508259515e-01 1.105787923000587231e-01 1.494969200427182159e+03 2.656374347138292080e+01 2.479512606312724188e+00 8.789138536051986250e+00 5.030113941917519149e+00 2.389194487855750282e-01
1.006074660208464255e+00 7.767618508764482232e-01 4.845984032989563151e-01 2.153058353968595809e-02 1.007367151179302255e+03 3.531739135573654664e+01 3.278522349663845148e+00 1.060616842919585068e+01 5.250461302498342420e+00 1.998071769920815866e-01
1.056440338309246441e+00 6.965563571190810377e-01 3.872242973643067465e-01 2.744571525441657014e-02 4.340957262258047535e+02 8.449963202730825174e+01 -7.740558350249262531e+00 1.314028917265225438e+01 9.508460347848163963e+00 3.841144913740562883e-01
1.102549221387695511e+00 1.130537145832311685e+00 5.019298609656221988e-01 9.340237945173986145e-02 1.325173278524784337e+03 7.998898153441234626e+01 -4.876428015339556943e+00 1.969772609506595495e+00 2.399839719581316366e+00 1.860609186156061412e-01
8.798582289710563664e-01 5.579429180100123897e-01 1.014618116888357374e-01 1.151905236684180323e-01 1.357018393254403236e+03 1.660756276098510398e+00 2.723704257646488269e+00 6.895130497260794300e+00 7.856687049274591494e+00 1.534944711053436717e-01
1.521527571059591466e+00 1.133148945316442502e+00 5.464058518746481852e-01 3.359365515952233983e-02 1.201587208503793590e+03 1.275906286445403595e+02 -9.437923913901919093e+00 1.371916821818572174e+01 5.501035354922759524e+00 2.987278670201432007e-02
7.891633974218885683e-01 7.907612232771423777e-01 1.917874405180421959e-01 1.326811078228748997e-01 7.059252458670168835e+02 6.853300998119379983e+00 -1.916344325465459519e+00 1.120437232000431038e+01 3.580182071658527754e+00 2.386906008484757091e-01
1.312094953623241578e+00 7.440802153724082046e-01 4.597283238799207417e-01 1.329336571405130007e-01 8.548412096152517279e+02 1.572212141528140705e+02 -7.678726177465500236e+00 4.771308778060664224e+00 2.440170126429314301e+00 1.817568355693821580e-01
9.945201900119080562e-01 9.619611262900766846e-01 4.957645427612855649e-01 1.364205836939958727e-01 8.175468856998218143e+02 1.548041841847692695e+02 6.629271064840403405e+00 1.857847443503081397e+00 8.078432431787231138e+00 2.287689676686764928e-01
1.218781943040947668e+00 9.665418496909168322e-01 7.070021971880279255e-01 1.660017792009942927e-01 8.746879874844509004e+02 1.253703546920986724e+02 -9.904021083653763213e+00 1.794302131889940366e+00 9.695954635232531871e+00 1.799928361814956412e-01
1.218586524234674062e+00 7.469783880239748708e-01 5.148882762316112638e-01 1.287182087052547996e-01 1.235242379821393115e+03 1.619070804249023183e+02 5.527421204883362194e+00 6.457509905918042747e+00 8.509966547875134069e+00 1.819796760236030986e-01
7.025008935759108342e-01 1.280674708406749573e+00 7.766254951734735679e-01 7.919725953580906974e-02 1.026624384154128165e+03 1.965619828386768972e+02 6.781872583815143685e+00 7.942057194020916810e+00 7.549185036080539923e+00 9.692259986407825156e-02
1.092633298369322103e+00 5.474086706231636734e-01 2.606663899951006114e-01 1.599554043995771724e-01 5.939262188608795441e+02 4.421228213211903402e+00 4.314388918939517481e+00 6.818841063111015011e+00 8.228642862910616529e+00 2.161710092815760653e-01
1.197908882788860652e+00 6.049039546000263279e-01 3.515301638926776051e-01 8.831544409107737470e-02 6.997592216404952978e+02 1.827843816394169778e+02 -9.561785381602041056e+00 7.964750580036326078e+00 3.290946146491635638e+00 2.601464498952993365e-01
