505824 	 77.2799 
507140 	 55.6968 
509120 	 101.985 
510670 	 97.7175 
510880 	 199.702 
511387 	 120.962 
517395 	 108.533 
533288 	 122.173 
534439 	 100.128 
557255 	 75.1065 
559091 	 109.378 
559238 	 76.5825 
596025 	 122.656 
597255 	 107.396 
615092 	 130.729 
619243 	 83.7349 
632127 	 103.673 
683603 	 74.854 
696332 	 62.0636 
699363 	 79.7534 
703485 	 105.286 
761512 	 43.4473 
769021 	 98.9666 
771695 	 81.6186 
776256 	 99.8237 
779561 	 37.616 
782632 	 82.7374 
844106 	 68.6645 
855165 	 107.081 
860432 	 46.1912 
861917 	 162.563 
866284 	 110.614 
867659 	 99.3481 
870118 	 113.472 
871784 	 130.986 
873400 	 78.8778 
904535 	 114.028 
905152 	 91.6411 
908746 	 106.537 
912930 	 99.6317 
916251 	 101.53 
919187 	 71.0524 
