584774 	 31.2718 
596347 	 32.8739 
596974 	 35.4065 
613083 	 21.983 
630853 	 23.1776 
665170 	 52.4565 
670106 	 34.172 
682366 	 19.9663 
682991 	 51.8852 
696673 	 76.2163 
698216 	 26.5705 
698684 	 33.4503 
699893 	 87.4854 
700365 	 37.3247 
701272 	 49.9031 
701417 	 34.9015 
702897 	 56.3351 
706552 	 44.3557 
769433 	 31.5984 
771693 	 18.396 
776774 	 14.821 
843242 	 77.6594 
844098 	 48.6267 
858563 	 49.8839 
863795 	 37.8495 
866676 	 70.9168 
868055 	 54.7428 
869364 	 44.812 
873254 	 49.0057 
894170 	 27.6272 
904308 	 31.0052 
908628 	 8.46094 
914692 	 18.6854 
915997 	 14.5014 
918345 	 17.4249 
919185 	 28.3285 
