578163 	 58.8325 
578786 	 55.0633 
580871 	 43.0896 
584659 	 53.2238 
595925 	 56.6503 
596969 	 53.2951 
597800 	 58.4527 
606978 	 37.0944 
608379 	 64.7351 
611696 	 61.2447 
612363 	 13.753 
619230 	 46.165 
649671 	 37.4447 
651297 	 44.333 
653565 	 43.9646 
661743 	 49.9742 
665173 	 59.1559 
696536 	 46.5705 
737505 	 39.5667 
753504 	 40.3148 
759974 	 51.1988 
761803 	 41.0786 
762100 	 48.7169 
763266 	 41.7061 
769359 	 35.792 
777291 	 34.8226 
834364 	 44.2323 
835486 	 24.5503 
842747 	 36.1153 
858500 	 44.2349 
860566 	 47.4181 
863942 	 39.7876 
867649 	 52.3153 
868853 	 61.9073 
870410 	 40.5088 
892634 	 55.569 
893516 	 64.4 
904076 	 57.0071 
904716 	 48.6219 
907085 	 49.1316 
908139 	 65.2524 
908725 	 53.519 
